﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:29tnU0vdSyf19Oy8ltpVCs","Middle Fingers","MISSIO","Middle Fingers","1","1","215188","spotify:user:martinthetallguy","2017-08-24T21:03:14Z"
"spotify:track:0liLgF8xeuhINbVqZc8Qy4","Minefield","Richard Edwards, Margot & The Nuclear So And So's","Minefield","1","1","262000","spotify:user:martinthetallguy","2018-04-24T05:59:05Z"
"spotify:track:61pNIeBE2QVZKiTgxIDisF","Misused Adrenaline","Dryjacket","Misused Adrenaline","1","1","242800","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:1s9AhAtdPF9BzpbXwuqMmz","Modern Love","Courteeners","Mapping The Rendezvous","1","9","218950","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:6vKyAKGZRwud0mmLf2KuKi","Monkey Gone To Heaven","Pixies","Death To The Pixies","1","17","176773","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:5ibELGcXGqX5x9TWFeNPxY","Motorcycle Emptiness","Manic Street Preachers","Forever Delayed","1","2","305706","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3xFjBdUEVYxzXHoCN80wBU","Mountain Song","Trent Dabbs","The Way We Look at Horses","1","3","235093","spotify:user:martinthetallguy","2018-03-02T06:43:14Z"
"spotify:track:5DiXcVovI0FcY2s0icWWUu","Mr. Jones","Counting Crows","August And Everything After","1","3","272506","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3BzEDIWG446coOBAjehV1z","Mrs. Robinson","The Lemonheads","It's A Shame About Ray","1","13","222160","spotify:user:martinthetallguy","2017-12-20T10:45:41Z"
"spotify:track:2q7525kRHfkZnCpQNDxJf1","My Gun","The Rubens","The Rubens","1","2","190060","spotify:user:martinthetallguy","2017-12-03T15:26:08Z"
"spotify:track:5PDeGuG856WOPWeNFXVgY9","My Mistakes Were Made For You","The Last Shadow Puppets","The Age Of The Understatement","1","7","186546","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3fKg9Up2k4rMBbGgJQnd85","My Silver Lining","First Aid Kit","My Silver Lining","1","1","215493","spotify:user:martinthetallguy","2017-10-06T13:30:37Z"
"spotify:track:3typDlnoH7DNoFXUaXq3Jr","Nighttime Girls","The Districts","Nighttime Girls","1","1","228809","spotify:user:martinthetallguy","2018-04-24T05:58:36Z"
"spotify:track:1FgvT8xvFDSEhJDT98yLub","No Halo","Sorority Noise","No Halo","1","1","170004","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:0iUano4euaiUETVUd1u0cx","Nobody Move, Nobody Get Hurt","We Are Scientists","With Love And Squalor","1","1","192311","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:75xXtQTldR9mgZdOwXAyrE","Not My Girl","Tokyo Police Club","Melon Collie and the Infinite Radness (Part 1)","1","1","179212","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:3ZFwuJwUpIl0GeXsvF1ELf","Nothing Else Matters","Metallica","Metallica","1","8","388733","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:7gE6XBCUH8GB7oNvfX6mG3","Oblivion","Brightness","Teething","1","1","184111","spotify:user:martinthetallguy","2017-07-26T06:16:33Z"
"spotify:track:1q1h8YGQNm2XH7mFb4pZDU","Oh My My","Minor Premiers","Oh My My","1","1","269385","spotify:user:martinthetallguy","2017-11-03T05:48:42Z"
"spotify:track:2o48PcxpEKe6TvgmP5gDZK","Once Good","Kississippi","Sunset Blush","1","1","234429","spotify:user:martinthetallguy","2018-05-10T04:50:59Z"
"spotify:track:4WyeaBzqeLrFB8KBD6WJmo","One Year On","Plume Of Feathers","One Year On","1","1","166294","spotify:user:martinthetallguy","2018-05-10T05:18:11Z"
"spotify:track:62ke5zFUJN6RvtXZgVH0F8","Only Love Can Hurt Like This","Paloma Faith","A Perfect Contradiction Outsiders' Edition (Deluxe)","1","4","232893","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:7bTwYGhBdSQ8vuXc76Xint","Ophelia","The Lumineers","Cleopatra","1","2","160097","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:12r8PUOuD8ZYnX9xZFKFHZ","Opus 40 - Remastered","Mercury Rev","Deserter's Songs","1","5","310973","spotify:user:martinthetallguy","2018-02-22T11:36:21Z"
"spotify:track:7by9WssQhqnM04A6pjFBfO","Out of Touch","Fruit & Flowers","Drug Tax","1","1","202096","spotify:user:martinthetallguy","2017-10-14T10:32:06Z"
"spotify:track:1Se0r96r0gnqg67kJPmESc","Parallel Universe","Red Hot Chili Peppers","Californication (Deluxe Version)","1","2","269360","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:2I3N4AbU2YPoS87FG7dSRY","Pillars Of Salt","Slowcoaching","Pillars Of Salt","1","1","233985","spotify:user:martinthetallguy","2017-07-25T15:17:41Z"
"spotify:track:6LzsmlN5UbCYytaaKZueRH","Pink Lemonade","James Bay","Pink Lemonade","1","1","252933","spotify:user:martinthetallguy","2018-03-16T09:17:54Z"
"spotify:track:3lJaYXLa8GWDv8thZDoRQI","Rats","Sloan Peterson","Rats","1","1","203458","spotify:user:martinthetallguy","2017-07-26T06:11:31Z"
"spotify:track:75lw5aYrDq0TJsbkqCPRIJ","Rock & Roll Queen","The Subways","Young For Eternity","1","3","172533","spotify:user:martinthetallguy","2017-11-11T11:18:36Z"
"spotify:track:1HV44frT2uorQygf5wbTCD","Rodeo","QTY","Rodeo","1","1","153080","spotify:user:martinthetallguy","2017-06-13T12:58:27Z"
"spotify:track:5pI2Dp8bglu0snKYcEA6yj","Rolling Stones","The Vaccines","Combat Sports","1","11","189200","spotify:user:martinthetallguy","2018-03-30T08:37:02Z"
"spotify:track:4GwT2PoXxURFAsbX1DOzjd","Runner","Young Prisms","In Between","1","5","273533","spotify:user:martinthetallguy","2017-11-14T15:07:46Z"
"spotify:track:1XJTrdKtggU6lhU8vAI6gW","Sæla","Black Foxxes","Sæla","1","1","169783","spotify:user:martinthetallguy","2017-12-11T17:29:38Z"
